workunit,workunit_id,project,project_id,collect_start,collect_end,ql,spec,p_method,dem_gsd_meters,horiz_crs,vert_crs,geoid,lpc_pub_date,lpc_update,lpc_category,lpc_reason,sourcedem_pub_date,sourcedem_update,sourcedem_category,sourcedem_reason,onemeter_category,onemeter_reason,seamless_category,seamless_reason,lpc_link,sourcedem_link,metadata_link
FL_LITTLEMANATEE_2005,-1215,FL_LITTLEMANATEE_2005_Legacy_Data,-12150,2005/02/11,2005/04/14,Other,Other,linear-mode lidar,3,"2237",Unknown,Unknown,2012/07/02,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/FL_LITTLEMANATEE_2005,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/FL_LITTLEMANATEE_2005
MS_HANCOCKJACKSON_2005,-1465,MS_HANCOCKJACKSON_2005_Legacy_Data,-14650,2005/02/25,2005/03/12,Other,Other,linear-mode lidar,3,"26916",Unknown,Unknown,2012/06/12,2024/05/09,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/MS_HANCOCKJACKSON_2005,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/MS_HANCOCKJACKSON_2005
NC_PHASE3_2005,-1474,NC_PHASE3_2005_Legacy_Data,-14740,2005/03/01,2005/04/30,Other,Other,linear-mode lidar,3,"2264","6360",Unknown,2014/07/01,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/NC_PHASE3_2005,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/NC_PHASE3_2005
FL_WEEKIWACHEESPRINGS_2005,-1241,FL_WEEKIWACHEESPRINGS_2005_Legacy_Data,-12410,2005/03/01,2005/03/01,Other,Other,linear-mode lidar,3,"2237",Unknown,Unknown,2013/01/29,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/FL_WEEKIWACHEESPRINGS_2005,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/FL_WEEKIWACHEESPRINGS_2005
CA_SCRIPPS_APR_2005,-1165,CA_SCRIPPS_APR_2005_Legacy_Data,-11650,2005/04/04,2005/04/08,Other,Other,linear-mode lidar,,"26911","5703",GEOID99,2012/05/11,2023/12/11,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/CA_SCRIPPS_APR_2005,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/CA_SCRIPPS-APR_2005
CA_SANDIEGO_2005,-1157,CA_SANDIEGO_2005_Legacy_Data,-11570,2005/04/04,2005/04/04,Other,Other,linear-mode lidar,3,"2875","5702",Unknown,2012/06/11,2023/12/13,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/CA_SANDIEGO_2005,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/CA_SANDIEGO_2005
CA_CHULAVISTA_2005,-1147,CA_CHULAVISTA_2005_Legacy_Data,-11470,2005/04/04,2005/04/04,Other,Other,linear-mode lidar,3,"2875","5702",Unknown,2012/06/11,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/CA_CHULAVISTA_2005,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/CA_CHULAVISTA_2005
MD_STATEWIDE_2005,-1406,MD_STATEWIDE_2005_Legacy_Data,-14060,2005/04/15,2005/04/23,Other,Other,linear-mode lidar,3,"26985","5703",Unknown,2013/04/02,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/MD_STATEWIDE_2005,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/MD_STATEWIDE_2005
NY_CORTLAND_2005,-1499,NY_CORTLAND_2005_Legacy_Data,-14990,2005/04/26,2005/05/07,Other,Other,linear-mode lidar,,"26918","5703",GEOID03,2013/05/23,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/NY_CORTLAND_2005,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/NY_CORTLAND_2005
CA_B4_2005,-1144,CA_B4_2005_Legacy_Data,-11440,2005/05/15,2005/05/25,Other,Other,linear-mode lidar,,"26911",Unknown,Unknown,2013/01/22,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/CA_B4_2005,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/CA_B4_2005
OR_LOWERKLAMATH_2005,-1534,OR_LOWERKLAMATH_2005_Legacy_Data,-15340,2005/08/01,2005/09/30,Other,Other,linear-mode lidar,3,"26910","5703",GEOID99,2012/08/27,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/OR_LOWERKLAMATH_2005,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/OR_LOWERKLAMATH_2005
ND_FARGO_2005,-1477,ND_FARGO_2005_Legacy_Data,-14770,2005/08/06,2005/08/06,Other,Other,linear-mode lidar,3,"2266",Unknown,Unknown,2012/07/02,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/ND_FARGO_2005,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/ND_FARGO_2005
ID_POCATELLO_2005,-1276,ID_POCATELLO_2005_Legacy_Data,-12760,2005/10/01,2005/10/01,Other,Other,linear-mode lidar,,"26712",Unknown,Unknown,2012/06/06,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/ID_POCATELLO_2005,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/ID_POCATELLO_2005
ID_SHEEPSTATION_2005,-1284,ID_SHEEPSTATION_2005_Legacy_Data,-12840,2005/10/01,2005/10/01,Other,Other,linear-mode lidar,,"26912",Unknown,Unknown,2012/06/06,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/ID_SHEEPSTATION_2005,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/ID_SHEEPSTATION_2005
CA_SANTABARBARA_VENTURA_2005,-1160,CA_SANTABARBARA_VENTURA_2005_Legacy_Data,-11600,2005/10/15,2005/10/15,Other,Other,linear-mode lidar,,"26911","5703",Unknown,2013/01/31,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/CA_SANTABARBARA_VENTURA_2005,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/CA_SANTABARBARA-VENTURA_2005
CA_SCRIPPS_OCT_2005,-1171,CA_SCRIPPS_OCT_2005_Legacy_Data,-11710,2005/10/18,2005/10/19,Other,Other,linear-mode lidar,,"26911","5703",GEOID99,2012/05/11,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/CA_SCRIPPS_OCT_2005,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/CA_SCRIPPS-OCT_2005
VT_ESSEXCO_2005,-1681,VT_ESSEXCO_2005_Legacy_Data,-16810,2005/11/01,2006/04/01,Other,Other,linear-mode lidar,3,"26919","5703",Unknown,2012/06/10,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/VT_ESSEXCO_2005,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/VT_ESSEXCO_2005
FL_LAKEWALES_2006,-1207,FL_LAKEWALES_2006_Legacy_Data,-12070,2006/01/25,2006/01/25,Other,Other,linear-mode lidar,3,"2237",Unknown,Unknown,2012/06/19,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/FL_LAKEWALES_2006,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/FL_LAKEWALES_2006
FL_HAMPTONTRACT_2006,-1197,FL_HAMPTONTRACT_2006_Legacy_Data,-11970,2006/01/25,2006/02/27,Other,Other,linear-mode lidar,3,"2237",Unknown,Unknown,2012/06/19,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/FL_HAMPTONTRACT_2006,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/FL_HAMPTONTRACT_2006
FL_LEONCO_2006,-1211,FL_LEONCO_2006_Legacy_Data,-12110,2006/02/01,2006/02/01,Other,Other,linear-mode lidar,3,"2883",Unknown,Unknown,2013/09/03,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/FL_LEONCO_2006,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/FL_LEONCO_2006
KS_LEAVENWORTH_2006,-1367,KS_LEAVENWORTH_2006_Legacy_Data,-13670,2006/03/01,2006/05/01,Other,Other,linear-mode lidar,3,"26915","5703",Unknown,2012/06/22,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/KS_LEAVENWORTH_2006,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/KS_LEAVENWORTH_2006
OK_SALLISAW_2006,-1509,OK_SALLISAW_2006_Legacy_Data,-15090,2006/03/01,2006/03/01,Other,Other,linear-mode lidar,3,"26915","6360",Unknown,2012/06/06,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/OK_SALLISAW_2006,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/OK_SALLISAW_2006
FL_VOLUSIACOUNTY_2006,-1237,FL_VOLUSIACOUNTY_2006_Legacy_Data,-12370,2006/03/02,2006/03/08,Other,Other,linear-mode lidar,3,"2881","6360",Unknown,2014/06/19,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/FL_VOLUSIACOUNTY_2006,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/FL_VOLUSIACOUNTY_2006
GA_FULTONCO_2006,-1253,GA_FULTONCO_2006_Legacy_Data,-12530,2006/03/03,2006/08/04,Other,Other,linear-mode lidar,3,"2885","6360",GEOID99,2012/08/03,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/GA_FULTONCO_2006,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/GA_FULTONCO_2006
FL_CITRUS_SUMTER_2006,-1186,FL_CITRUS_SUMTER_2006_Legacy_Data,-11860,2006/03/05,2006/03/05,Other,Other,linear-mode lidar,3,"2237",Unknown,Unknown,2012/06/19,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/FL_CITRUS_SUMTER_2006,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/FL_CITRUS-SUMTER_2006
SC_AIKENCO_2006,-1571,SC_AIKENCO_2006_Legacy_Data,-15710,2006/03/15,2006/03/17,Other,Other,linear-mode lidar,,"3361","6360",GEOID99,2014/08/06,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/SC_AIKENCO_2006,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/SC_AIKENCO_2006
OH_NORTH_2006,-1503,OH_NORTH_2006_Legacy_Data,-15030,2006/03/18,2006/05/07,Other,Other,linear-mode lidar,3,"3734","6360",Unknown,2014/08/07,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/OH_NORTH_2006,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/OH_NORTH_2006
MD_KENT_QUEENANNE_CAROLINE_2006,-1401,MD_KENT_QUEENANNE_CAROLINE_2006_Legacy_Data,-14010,2006/03/18,2006/04/06,Other,Other,linear-mode lidar,3,"26985","5703",Unknown,2014/07/24,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/MD_KENT_QUEENANNE_CAROLINE_2006,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/MD_KENT_QUEENANNE_CAROLINE_2006
OH_SOUTH_2006,-1504,OH_SOUTH_2006_Legacy_Data,-15040,2006/03/18,2006/05/07,Other,Other,linear-mode lidar,3,"3735","6360",Unknown,2014/08/07,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/OH_SOUTH_2006,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/OH_SOUTH_2006
PA_STATEWIDE_N_2006_2008,-1569,PA_STATEWIDE_N_2006_2008_Legacy_Data,-15690,2006/03/21,2008/05/13,Other,Other,linear-mode lidar,3,"2271","6360",Unknown,2012/06/24,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/PA_STATEWIDE_N_2006_2008,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/PA_STATEWIDE_N_2006-2008
PA_STATEWIDE_S_2006_2008,-1570,PA_STATEWIDE_S_2006_2008_Legacy_Data,-15700,2006/03/21,2008/05/02,Other,Other,linear-mode lidar,3,"2272","6360",Unknown,2012/06/24,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/PA_STATEWIDE_S_2006_2008,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/PA_STATEWIDE_S_2006-2008
CA_SCRIPPS_MAR_2006,-1168,CA_SCRIPPS_MAR_2006_Legacy_Data,-11680,2006/03/24,2006/03/25,Other,Other,linear-mode lidar,,"26911","5703",GEOID99,2012/05/11,2023/12/11,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/CA_SCRIPPS_MAR_2006,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/CA_SCRIPPS-MAR_2006
MS_CAMPSHELBY_2006,-1464,MS_CAMPSHELBY_2006_Legacy_Data,-14640,2006/03/26,2006/04/12,Other,Other,linear-mode lidar,3,"2254","6360",Unknown,2014/05/20,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/MS_CAMPSHELBY_2006,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/MS_CAMPSHELBY_2006
KS_JEFFERSONCO_2006,-1363,KS_JEFFERSONCO_2006_Legacy_Data,-13630,2006/03/29,2006/04/03,Other,Other,linear-mode lidar,3,"26915","5703",Unknown,2014/06/23,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/KS_JEFFERSONCO_2006,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/KS_JEFFERSONCO_2006
KS_FTRILEY_2006,-1358,KS_FTRILEY_2006_Legacy_Data,-13580,2006/04/01,2006/04/01,Other,Other,linear-mode lidar,3,"26914","5703",Unknown,2012/09/24,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/KS_FTRILEY_2006,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/KS_FTRILEY_2006
KS_SHAWNEECOUNTY_2006,-1386,KS_SHAWNEECOUNTY_2006_Legacy_Data,-13860,2006/04/04,2006/04/04,Other,Other,linear-mode lidar,3,"26915","5703",Unknown,2012/06/22,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/KS_SHAWNEECOUNTY_2006,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/KS_SHAWNEECOUNTY_2006
KS_KANSASRIVER_2006,-1366,KS_KANSASRIVER_2006_Legacy_Data,-13660,2006/04/05,2006/04/08,Other,Other,linear-mode lidar,3,"26915","5703",Unknown,2012/07/24,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/KS_KANSASRIVER_2006,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/KS_KANSASRIVER_2006
CA_SANTACLARACO_A_2006,-1161,CA_SANTACLARACO_A_2006_Legacy_Data,-11610,2006/04/06,2006/05/01,Other,Other,linear-mode lidar,3,"2227","6360",GEOID03,2012/06/06,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/CA_SANTACLARACO_A_2006,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/CA_SANTACLARACO-A_2006
CA_SANTACLARACO_B_2006,-1162,CA_SANTACLARACO_B_2006_Legacy_Data,-11620,2006/04/06,2006/05/01,Other,Other,linear-mode lidar,3,"2227","6360",GEOID03,2012/06/07,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/CA_SANTACLARACO_B_2006,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/CA_SANTACLARACO-B_2006
CA_SANTACLARACO_C_2006,-1163,CA_SANTACLARACO_C_2006_Legacy_Data,-11630,2006/04/06,2006/05/01,Other,Other,linear-mode lidar,3,"2227","6360",GEOID03,2014/01/29,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/CA_SANTACLARACO_C_2006,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/CA_SANTACLARACO-C_2006
KS_MANHATTAN_2006,-1371,KS_MANHATTAN_2006_Legacy_Data,-13710,2006/04/09,2006/04/09,Other,Other,linear-mode lidar,3,"26914","5703",Unknown,2012/07/30,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/KS_MANHATTAN_2006,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/KS_MANHATTAN_2006
TX_BRAZORIA_2006,-1638,TX_BRAZORIA_2006_Legacy_Data,-16380,2006/04/09,2006/05/13,Other,Other,linear-mode lidar,3,"26915","5703",Unknown,2013/05/28,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/TX_BRAZORIA_2006,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/TX_BRAZORIA_2006
